what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1505442617623
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1505442617623
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1505442617623
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1505442617623
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1505442617623
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1505442617623
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1505442617623
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1505442617623
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1505442617623
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1505442617623
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1505442617623
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1505442617623
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1505442617623
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1505442617623
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1505442617623
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1505442617623
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1505442617623
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1505442617623
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1505442617623
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1505442617623
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1505442617623
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1505442617623
os,sysinfo,,,"win32",1505442617623
arch,sysinfo,,,"x86",1505442617623
ws,sysinfo,,,"win32",1505442617623
locale,sysinfo,,,"pt_BR",1505442617623
processors,sysinfo,,,"4",1505442617623
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1505442617623
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1505442617623
java.specification.name,sysinfo,,,"Java Platform API Specification",1505442617623
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1505442617623
java.specification.version,sysinfo,,,"1.6",1505442617623
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1505442617623
java.version,sysinfo,,,"1.6.0_23",1505442617623
java.vm.info,sysinfo,,,"mixed mode",1505442617623
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1505442617623
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1505442617623
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1505442617623
java.vm.specification.version,sysinfo,,,"1.0",1505442617623
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1505442617623
java.vm.version,sysinfo,,,"19.0-b09",1505442617623
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1505442619370
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1505442620119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1505442635594
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1505442640133
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1505442641272
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1505442641272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442643378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442644735
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1505442644735
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1505442645032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442645047
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1505442645500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442646030
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1505442646358
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1505442646358
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1505442646358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442646358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442656919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442658947
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442675108
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1505442688477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442688524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442689522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442690848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505442693391
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1505442699022
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1505442699225
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1505442699225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1505442702611
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1505442749989
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1505442752157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1505442780455
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1505442795836
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.format",1505442799658
